7.021902017210646108e-01,-1.987335987575956364e-01
7.348475449841308516e-01,-2.085737514596440745e-01
6.732977419064267721e-01,-2.016128231614386923e-01
6.915986099589463976e-01,-2.731955932057266723e-01
7.351936050237020126e-01,-1.680749990610740652e-01
7.851836336097893776e-01,-2.597408705277399199e-01
7.757510593739394000e-01,-2.470771053160793485e-01
6.924860543987338968e-01,-2.007011135513736000e-01
7.035727487088345722e-01,-1.992765020963765676e-01
7.021383765181823389e-01,-2.028591903938271324e-01
6.642973376025210763e-01,7.387931720090071264e-02
6.861120542713491366e-01,-2.109844958229953882e-01
7.782160593968090456e-01,-2.475783362788554764e-01
7.425165304778482689e-01,-2.020067345102991296e-01
1.558250744818338918e+00,7.559957387790416927e-01
7.026032915342371732e-01,-1.934320904489914561e-01
6.810070779232952898e-01,-2.007103411366979451e-01
7.188225118262410174e-01,-2.159488796251003706e-01
6.872203008961025317e-01,-1.884938989334899451e-01
6.751740695850891871e-01,-2.036032094912416657e-01
6.947374527957830281e-01,-2.116438555732008397e-01
9.274710749702944623e-01,-5.319499136984624788e-02
6.677773915473977917e-01,-2.732945680999191440e-01
7.112669614340465518e-01,-2.236529865789066984e-01
6.994117746934396251e-01,-1.715581176030034349e-01
6.868670949411556093e-01,-1.957484526448061146e-01
7.105284309109249907e-01,-2.174836308715415445e-01
6.559074872065773221e-01,1.077549889854650805e-01
6.802894104561698629e-01,-1.657770339852464858e-01
6.860756831172142300e-01,-2.079211047826662329e-01
6.939405481253932972e-01,-1.911316562323021051e-01
7.368442298613242514e-01,-1.902493288541219907e-01
6.818486152072139594e-01,-1.919378347603667156e-01
6.582405228013502585e-01,-1.744581547557433887e-01
8.649103035078016255e-01,-9.450515527378361424e-02
6.959534980273917038e-01,-2.515256672766477131e-01
7.632592937503930308e-01,-2.377133666950236590e-01
7.358196673291799161e-01,-1.906246621255310025e-01
6.621470838095747657e-01,-1.584461121827214769e-01
6.953492609455175222e-01,-2.086471037590829913e-01
7.130224791315535882e-01,-1.873788172140861685e-01
6.896014016550974235e-01,-1.952738915204358383e-01
6.876943634324519383e-01,-2.021577177154409988e-01
9.630414775053519616e-01,-3.605545910785863395e-01
7.053000337956344401e-01,-2.039675348887622364e-01
7.017068446008529747e-01,-1.912051570199822526e-01
6.935075223021071045e-01,-1.989444815201273919e-01
7.058680809398782952e-01,-2.020484676249962031e-01
7.064883656563618608e-01,-1.728155488904843939e-01
7.030718216155118494e-01,-2.100251960126424677e-01
7.188327354081147647e-01,-1.851808422689447675e-01
7.036278121288397358e-01,-2.092124515204157598e-01
5.991529643133943761e-01,-1.739609855441769659e-01
6.622793146884355941e-01,-2.336079814668447774e-01
7.547119706903788749e-01,-1.793595855517639837e-01
7.233650181552828684e-01,5.104596765226782074e-02
7.021041169233180890e-01,-1.923807726889311120e-01
